%time,Roll,Rollrange,Pitch,Pitchrange,Yaw,Yawrange,Airspeed,Airspeedrange,VelocityX,VelocityXrange,VelocityY,VelocityYrange,VelocityZ,VelocityZrange,Anomaly
1531946433102841278,21.10783958,from - 50 to 47.3,13.06240654,from -19.3 to 22.93,-63.20773697,from -177.3 to 179.2,14.01053524,from 12.48 to 24.29,5.042146683,from -17.05 to 19.73,-10.11974335,from -18.26 to 21.4,-2.29930234,from -8.6 to 5.3,0
1531946433174189979,21.10783958,from - 50 to 47.3,13.06240654,from -19.3 to 22.93,-63.20773697,from -177.3 to 179.2,13.81188297,from 12.48 to 24.29,5.058657169,from -17.05 to 19.73,-10.10098648,from -18.26 to 21.4,-2.276875019,from -8.6 to 5.3,0
1531946433249414728,21.10783958,from - 50 to 47.3,13.06240654,from -19.3 to 22.93,-63.20773697,from -177.3 to 179.2,13.81188297,from 12.48 to 24.29,5.082091331,from -17.05 to 19.73,-10.04543686,from -18.26 to 21.4,-2.191729307,from -8.6 to 5.3,0
1531946433293247590,21.10783958,from - 50 to 47.3,13.06240654,from -19.3 to 22.93,-63.20773697,from -177.3 to 179.2,13.53848743,from 12.48 to 24.29,5.096364021,from -17.05 to 19.73,-10.01226616,from -18.26 to 21.4,-2.13968873,from -8.6 to 5.3,0
1531946433327648392,16.93575478,from - 50 to 47.3,14.56275368,from -19.3 to 22.93,-60.42001724,from -177.3 to 179.2,13.53848743,from 12.48 to 24.29,5.104325771,from -17.05 to 19.73,-9.988414764,from -18.26 to 21.4,-2.140242577,from -8.6 to 5.3,0
1531946433381518048,16.93575478,from - 50 to 47.3,14.56275368,from -19.3 to 22.93,-60.42001724,from -177.3 to 179.2,13.53848743,from 12.48 to 24.29,5.117733479,from -17.05 to 19.73,-9.9529953,from -18.26 to 21.4,-2.0867486,from -8.6 to 5.3,0
1531946433418893990,16.93575478,from - 50 to 47.3,14.56275368,from -19.3 to 22.93,-60.42001724,from -177.3 to 179.2,13.35146332,from 12.48 to 24.29,5.130850315,from -17.05 to 19.73,-9.922356606,from -18.26 to 21.4,-2.025630713,from -8.6 to 5.3,0
1531946433491906008,16.93575478,from - 50 to 47.3,14.56275368,from -19.3 to 22.93,-60.42001724,from -177.3 to 179.2,13.35146332,from 12.48 to 24.29,5.157272339,from -17.05 to 19.73,-9.895938873,from -18.26 to 21.4,-1.953537107,from -8.6 to 5.3,0
1531946433513043814,16.93575478,from - 50 to 47.3,14.56275368,from -19.3 to 22.93,-60.42001724,from -177.3 to 179.2,13.35146332,from 12.48 to 24.29,5.179634094,from -17.05 to 19.73,-9.870793343,from -18.26 to 21.4,-1.880199552,from -8.6 to 5.3,0
1531946433586902890,16.93575478,from - 50 to 47.3,14.56275368,from -19.3 to 22.93,-60.42001724,from -177.3 to 179.2,13.09893608,from 12.48 to 24.29,5.266342163,from -17.05 to 19.73,-9.813947678,from -18.26 to 21.4,-1.658135653,from -8.6 to 5.3,0
1531946433648092916,16.93575478,from - 50 to 47.3,14.56275368,from -19.3 to 22.93,-60.42001724,from -177.3 to 179.2,13.09893608,from 12.48 to 24.29,5.321572781,from -17.05 to 19.73,-9.782113075,from -18.26 to 21.4,-1.559697628,from -8.6 to 5.3,0
1531946433699246723,16.93575478,from - 50 to 47.3,14.56275368,from -19.3 to 22.93,-60.42001724,from -177.3 to 179.2,13.14248562,from 12.48 to 24.29,5.360048771,from -17.05 to 19.73,-9.761969566,from -18.26 to 21.4,-1.46688354,from -8.6 to 5.3,0
1531946433735437431,12.63936329,from - 50 to 47.3,14.29012775,from -19.3 to 22.93,-60.49035645,from -177.3 to 179.2,13.14248562,from 12.48 to 24.29,5.437540531,from -17.05 to 19.73,-9.730605125,from -18.26 to 21.4,-1.297659636,from -8.6 to 5.3,0
1531946433806710512,12.63936329,from - 50 to 47.3,14.29012775,from -19.3 to 22.93,-60.49035645,from -177.3 to 179.2,12.93934345,from 12.48 to 24.29,5.457725525,from -17.05 to 19.73,-9.715126991,from -18.26 to 21.4,-1.266677618,from -8.6 to 5.3,0
1531946433825296451,12.63936329,from - 50 to 47.3,14.29012775,from -19.3 to 22.93,-60.49035645,from -177.3 to 179.2,12.93934345,from 12.48 to 24.29,5.553002357,from -17.05 to 19.73,-9.687906265,from -18.26 to 21.4,-1.072824597,from -8.6 to 5.3,0
1531946433891850237,12.63936329,from - 50 to 47.3,14.29012775,from -19.3 to 22.93,-60.49035645,from -177.3 to 179.2,12.93934345,from 12.48 to 24.29,5.572351933,from -17.05 to 19.73,-9.672394753,from -18.26 to 21.4,-1.034754038,from -8.6 to 5.3,0
1531946433929504167,12.63936329,from - 50 to 47.3,14.29012775,from -19.3 to 22.93,-60.49035645,from -177.3 to 179.2,12.75441074,from 12.48 to 24.29,5.634160042,from -17.05 to 19.73,-9.648377419,from -18.26 to 21.4,-0.916215122,from -8.6 to 5.3,0
1531946433958116495,12.63936329,from - 50 to 47.3,14.29012775,from -19.3 to 22.93,-60.49035645,from -177.3 to 179.2,12.75441074,from 12.48 to 24.29,5.77366209,from -17.05 to 19.73,-9.596682549,from -18.26 to 21.4,-0.724535406,from -8.6 to 5.3,0
1531946433974758375,12.63936329,from - 50 to 47.3,14.29012775,from -19.3 to 22.93,-60.49035645,from -177.3 to 179.2,12.69866562,from 12.48 to 24.29,5.984307766,from -17.05 to 19.73,-9.521695137,from -18.26 to 21.4,-0.529793084,from -8.6 to 5.3,0
1531946434030664517,12.63936329,from - 50 to 47.3,14.29012775,from -19.3 to 22.93,-60.49035645,from -177.3 to 179.2,12.71698189,from 12.48 to 24.29,6.103159428,from -17.05 to 19.73,-9.470297813,from -18.26 to 21.4,-0.425219506,from -8.6 to 5.3,0
1531946434072228174,12.63936329,from - 50 to 47.3,14.29012775,from -19.3 to 22.93,-60.49035645,from -177.3 to 179.2,12.83850479,from 12.48 to 24.29,6.241535187,from -17.05 to 19.73,-9.42416954,from -18.26 to 21.4,-0.309580833,from -8.6 to 5.3,0
1531946434103285822,12.11672592,from - 50 to 47.3,10.47761536,from -19.3 to 22.93,-58.40690613,from -177.3 to 179.2,12.83850479,from 12.48 to 24.29,6.337012291,from -17.05 to 19.73,-9.388443947,from -18.26 to 21.4,-0.233407363,from -8.6 to 5.3,0
1531946434192691891,12.11672592,from - 50 to 47.3,10.47761536,from -19.3 to 22.93,-58.40690613,from -177.3 to 179.2,12.83850479,from 12.48 to 24.29,6.426813602,from -17.05 to 19.73,-9.351534843,from -18.26 to 21.4,-0.17197749,from -8.6 to 5.3,0
1531946434286021326,12.11672592,from - 50 to 47.3,10.47761536,from -19.3 to 22.93,-58.40690613,from -177.3 to 179.2,12.86079693,from 12.48 to 24.29,6.624875546,from -17.05 to 19.73,-9.267985344,from -18.26 to 21.4,-0.06884066,from -8.6 to 5.3,0
1531946434325363641,12.11672592,from - 50 to 47.3,10.47761536,from -19.3 to 22.93,-58.40690613,from -177.3 to 179.2,13.16934776,from 12.48 to 24.29,6.727525234,from -17.05 to 19.73,-9.225001335,from -18.26 to 21.4,-0.016601844,from -8.6 to 5.3,0
1531946434376760156,12.11672592,from - 50 to 47.3,10.47761536,from -19.3 to 22.93,-58.40690613,from -177.3 to 179.2,13.16934776,from 12.48 to 24.29,6.875910282,from -17.05 to 19.73,-9.161194801,from -18.26 to 21.4,0.102676325,from -8.6 to 5.3,0
1531946434412876204,12.11672592,from - 50 to 47.3,10.47761536,from -19.3 to 22.93,-58.40690613,from -177.3 to 179.2,13.32138634,from 12.48 to 24.29,6.930814743,from -17.05 to 19.73,-9.132044792,from -18.26 to 21.4,0.101530448,from -8.6 to 5.3,0
1531946434460742083,12.11672592,from - 50 to 47.3,10.47761536,from -19.3 to 22.93,-58.40690613,from -177.3 to 179.2,13.34263897,from 12.48 to 24.29,7.29224205,from -17.05 to 19.73,-8.974996567,from -18.26 to 21.4,0.318682462,from -8.6 to 5.3,0
1531946434494419662,12.11672592,from - 50 to 47.3,10.47761536,from -19.3 to 22.93,-58.40690613,from -177.3 to 179.2,13.34263897,from 12.48 to 24.29,7.396862984,from -17.05 to 19.73,-8.923313141,from -18.26 to 21.4,0.361072451,from -8.6 to 5.3,0
1531946434533116423,12.11672592,from - 50 to 47.3,10.47761536,from -19.3 to 22.93,-58.40690613,from -177.3 to 179.2,13.44376183,from 12.48 to 24.29,7.497954845,from -17.05 to 19.73,-8.873306274,from -18.26 to 21.4,0.414013892,from -8.6 to 5.3,0
1531946434578399829,16.88627434,from - 50 to 47.3,4.59035778,from -19.3 to 22.93,-53.44064331,from -177.3 to 179.2,13.44376183,from 12.48 to 24.29,7.601102829,from -17.05 to 19.73,-8.818816185,from -18.26 to 21.4,0.448112398,from -8.6 to 5.3,0
1531946434626704413,16.88627434,from - 50 to 47.3,4.59035778,from -19.3 to 22.93,-53.44064331,from -177.3 to 179.2,13.50932121,from 12.48 to 24.29,7.750231743,from -17.05 to 19.73,-8.738739967,from -18.26 to 21.4,0.495215952,from -8.6 to 5.3,0
1531946434692593659,16.88627434,from - 50 to 47.3,4.59035778,from -19.3 to 22.93,-53.44064331,from -177.3 to 179.2,13.50932121,from 12.48 to 24.29,7.921816349,from -17.05 to 19.73,-8.654483795,from -18.26 to 21.4,0.531610131,from -8.6 to 5.3,0
1531946434722430088,16.88627434,from - 50 to 47.3,4.59035778,from -19.3 to 22.93,-53.44064331,from -177.3 to 179.2,13.76986885,from 12.48 to 24.29,7.968464375,from -17.05 to 19.73,-8.628728867,from -18.26 to 21.4,0.559927821,from -8.6 to 5.3,0
1531946434760501368,16.88627434,from - 50 to 47.3,4.59035778,from -19.3 to 22.93,-53.44064331,from -177.3 to 179.2,13.76986885,from 12.48 to 24.29,8.14100647,from -17.05 to 19.73,-8.534081459,from -18.26 to 21.4,0.562509477,from -8.6 to 5.3,0
1531946434814861785,16.88627434,from - 50 to 47.3,4.59035778,from -19.3 to 22.93,-53.44064331,from -177.3 to 179.2,13.88302994,from 12.48 to 24.29,8.241558075,from -17.05 to 19.73,-8.469234467,from -18.26 to 21.4,0.568139434,from -8.6 to 5.3,0
1531946434864643133,16.88627434,from - 50 to 47.3,4.59035778,from -19.3 to 22.93,-53.44064331,from -177.3 to 179.2,13.88302994,from 12.48 to 24.29,8.464262009,from -17.05 to 19.73,-8.333452225,from -18.26 to 21.4,0.604756892,from -8.6 to 5.3,0
1531946434900157232,16.88627434,from - 50 to 47.3,4.59035778,from -19.3 to 22.93,-53.44064331,from -177.3 to 179.2,14.19494534,from 12.48 to 24.29,8.644264221,from -17.05 to 19.73,-8.212485313,from -18.26 to 21.4,0.567290902,from -8.6 to 5.3,0
1531946434953129886,16.88627434,from - 50 to 47.3,4.59035778,from -19.3 to 22.93,-53.44064331,from -177.3 to 179.2,14.19494534,from 12.48 to 24.29,8.774154663,from -17.05 to 19.73,-8.121747971,from -18.26 to 21.4,0.547302783,from -8.6 to 5.3,0
1531946435007043243,16.88627434,from - 50 to 47.3,4.59035778,from -19.3 to 22.93,-53.44064331,from -177.3 to 179.2,14.4683609,from 12.48 to 24.29,8.84852314,from -17.05 to 19.73,-8.071497917,from -18.26 to 21.4,0.518700123,from -8.6 to 5.3,0
1531946435093859315,16.88627434,from - 50 to 47.3,4.59035778,from -19.3 to 22.93,-53.44064331,from -177.3 to 179.2,14.4683609,from 12.48 to 24.29,9.065404892,from -17.05 to 19.73,-7.912214756,from -18.26 to 21.4,0.468244761,from -8.6 to 5.3,0
1531946435131029880,21.11719894,from - 50 to 47.3,2.402177572,from -19.3 to 22.93,-49.6373291,from -177.3 to 179.2,14.4683609,from 12.48 to 24.29,9.201858521,from -17.05 to 19.73,-7.79470396,from -18.26 to 21.4,0.418353975,from -8.6 to 5.3,0
1531946435252036350,21.11719894,from - 50 to 47.3,2.402177572,from -19.3 to 22.93,-49.6373291,from -177.3 to 179.2,14.77405548,from 12.48 to 24.29,9.418623924,from -17.05 to 19.73,-7.622473717,from -18.26 to 21.4,0.365303665,from -8.6 to 5.3,0
1531946435296778732,21.11719894,from - 50 to 47.3,2.402177572,from -19.3 to 22.93,-49.6373291,from -177.3 to 179.2,14.81191826,from 12.48 to 24.29,9.623345375,from -17.05 to 19.73,-7.445894718,from -18.26 to 21.4,0.309154421,from -8.6 to 5.3,0
1531946435328450463,21.11719894,from - 50 to 47.3,2.402177572,from -19.3 to 22.93,-49.6373291,from -177.3 to 179.2,14.81191826,from 12.48 to 24.29,9.825144768,from -17.05 to 19.73,-7.253693104,from -18.26 to 21.4,0.245352343,from -8.6 to 5.3,0
1531946435371548608,21.11719894,from - 50 to 47.3,2.402177572,from -19.3 to 22.93,-49.6373291,from -177.3 to 179.2,14.96532917,from 12.48 to 24.29,9.893284798,from -17.05 to 19.73,-7.189608097,from -18.26 to 21.4,0.230339721,from -8.6 to 5.3,0
1531946435409718559,21.11719894,from - 50 to 47.3,2.402177572,from -19.3 to 22.93,-49.6373291,from -177.3 to 179.2,14.96532917,from 12.48 to 24.29,10.01663208,from -17.05 to 19.73,-7.061113834,from -18.26 to 21.4,0.203203574,from -8.6 to 5.3,0
1531946435506226398,21.11719894,from - 50 to 47.3,2.402177572,from -19.3 to 22.93,-49.6373291,from -177.3 to 179.2,14.96532917,from 12.48 to 24.29,10.1413393,from -17.05 to 19.73,-6.941894531,from -18.26 to 21.4,0.202482864,from -8.6 to 5.3,0
1531946435527423399,21.11719894,from - 50 to 47.3,2.402177572,from -19.3 to 22.93,-49.6373291,from -177.3 to 179.2,14.95011711,from 12.48 to 24.29,10.42229939,from -17.05 to 19.73,-6.601003647,from -18.26 to 21.4,0.159805402,from -8.6 to 5.3,0
1531946435566498387,21.91570473,from - 50 to 47.3,2.13360095,from -19.3 to 22.93,-46.52161407,from -177.3 to 179.2,14.98666954,from 12.48 to 24.29,10.52418327,from -17.05 to 19.73,-6.460370064,from -18.26 to 21.4,0.178357065,from -8.6 to 5.3,0
1531946435608627369,21.91570473,from - 50 to 47.3,2.13360095,from -19.3 to 22.93,-46.52161407,from -177.3 to 179.2,14.98666954,from 12.48 to 24.29,10.66650581,from -17.05 to 19.73,-6.249975204,from -18.26 to 21.4,0.22155042,from -8.6 to 5.3,0
1531946435687133738,21.91570473,from - 50 to 47.3,2.13360095,from -19.3 to 22.93,-46.52161407,from -177.3 to 179.2,15.27573299,from 12.48 to 24.29,10.82312298,from -17.05 to 19.73,-6.024446011,from -18.26 to 21.4,0.23424989,from -8.6 to 5.3,0
1531946435727287670,21.91570473,from - 50 to 47.3,2.13360095,from -19.3 to 22.93,-46.52161407,from -177.3 to 179.2,15.27573299,from 12.48 to 24.29,10.93548965,from -17.05 to 19.73,-5.85018301,from -18.26 to 21.4,0.179584488,from -8.6 to 5.3,0
1531946435794284515,21.91570473,from - 50 to 47.3,2.13360095,from -19.3 to 22.93,-46.52161407,from -177.3 to 179.2,15.44502831,from 12.48 to 24.29,11.10510826,from -17.05 to 19.73,-5.572972775,from -18.26 to 21.4,0.116773129,from -8.6 to 5.3,0
1531946435807422589,21.91570473,from - 50 to 47.3,2.13360095,from -19.3 to 22.93,-46.52161407,from -177.3 to 179.2,15.44502831,from 12.48 to 24.29,11.21170235,from -17.05 to 19.73,-5.385848522,from -18.26 to 21.4,0.10843768,from -8.6 to 5.3,0
1531946435858169003,24.558424,from - 50 to 47.3,2.03242898,from -19.3 to 22.93,-42.07880783,from -177.3 to 179.2,15.54496765,from 12.48 to 24.29,11.37080288,from -17.05 to 19.73,-5.109003544,from -18.26 to 21.4,0.0704505,from -8.6 to 5.3,0
1531946435899370280,24.558424,from - 50 to 47.3,2.03242898,from -19.3 to 22.93,-42.07880783,from -177.3 to 179.2,15.54496765,from 12.48 to 24.29,11.47010422,from -17.05 to 19.73,-4.909245014,from -18.26 to 21.4,0.02523795,from -8.6 to 5.3,0
1531946435967720502,24.558424,from - 50 to 47.3,2.03242898,from -19.3 to 22.93,-42.07880783,from -177.3 to 179.2,15.55271339,from 12.48 to 24.29,11.6096077,from -17.05 to 19.73,-4.603936195,from -18.26 to 21.4,-0.03311706,from -8.6 to 5.3,0
1531946436031791254,24.558424,from - 50 to 47.3,2.03242898,from -19.3 to 22.93,-42.07880783,from -177.3 to 179.2,15.55271339,from 12.48 to 24.29,11.69406891,from -17.05 to 19.73,-4.40958786,from -18.26 to 21.4,-0.07902988,from -8.6 to 5.3,0
1531946436065399105,24.558424,from - 50 to 47.3,2.03242898,from -19.3 to 22.93,-42.07880783,from -177.3 to 179.2,15.75252628,from 12.48 to 24.29,11.84649086,from -17.05 to 19.73,-4.016715527,from -18.26 to 21.4,-0.155902609,from -8.6 to 5.3,0
1531946436117863806,24.558424,from - 50 to 47.3,2.03242898,from -19.3 to 22.93,-42.07880783,from -177.3 to 179.2,15.93273258,from 12.48 to 24.29,11.94048882,from -17.05 to 19.73,-3.697957039,from -18.26 to 21.4,-0.223413944,from -8.6 to 5.3,0
1531946436158400672,24.558424,from - 50 to 47.3,2.03242898,from -19.3 to 22.93,-42.07880783,from -177.3 to 179.2,15.93273258,from 12.48 to 24.29,12.02319813,from -17.05 to 19.73,-3.39944315,from -18.26 to 21.4,-0.269313455,from -8.6 to 5.3,0
1531946436174813067,24.558424,from - 50 to 47.3,2.03242898,from -19.3 to 22.93,-42.07880783,from -177.3 to 179.2,16.11915016,from 12.48 to 24.29,12.075284,from -17.05 to 19.73,-3.204622984,from -18.26 to 21.4,-0.326781511,from -8.6 to 5.3,0
1531946436272096986,28.25211143,from - 50 to 47.3,2.351569653,from -19.3 to 22.93,-35.1114769,from -177.3 to 179.2,16.11915016,from 12.48 to 24.29,12.14718628,from -17.05 to 19.73,-2.901824236,from -18.26 to 21.4,-0.405594558,from -8.6 to 5.3,0
1531946436335922886,28.25211143,from - 50 to 47.3,2.351569653,from -19.3 to 22.93,-35.1114769,from -177.3 to 179.2,16.18586159,from 12.48 to 24.29,12.20029449,from -17.05 to 19.73,-2.60627079,from -18.26 to 21.4,-0.504906118,from -8.6 to 5.3,0
1531946436381952214,28.25211143,from - 50 to 47.3,2.351569653,from -19.3 to 22.93,-35.1114769,from -177.3 to 179.2,16.18586159,from 12.48 to 24.29,12.23646545,from -17.05 to 19.73,-2.402108192,from -18.26 to 21.4,-0.551937699,from -8.6 to 5.3,0
1531946436450428192,28.25211143,from - 50 to 47.3,2.351569653,from -19.3 to 22.93,-35.1114769,from -177.3 to 179.2,16.1655407,from 12.48 to 24.29,12.26284504,from -17.05 to 19.73,-2.214244366,from -18.26 to 21.4,-0.616058767,from -8.6 to 5.3,0
1531946436500754887,28.25211143,from - 50 to 47.3,2.351569653,from -19.3 to 22.93,-35.1114769,from -177.3 to 179.2,16.1655407,from 12.48 to 24.29,12.2998991,from -17.05 to 19.73,-1.925649285,from -18.26 to 21.4,-0.705949783,from -8.6 to 5.3,0
1531946436546521370,27.16880035,from - 50 to 47.3,1.086658001,from -19.3 to 22.93,-27.60012627,from -177.3 to 179.2,16.26465607,from 12.48 to 24.29,12.32590008,from -17.05 to 19.73,-1.528049469,from -18.26 to 21.4,-0.852850497,from -8.6 to 5.3,0
1531946436584909440,27.16880035,from - 50 to 47.3,1.086658001,from -19.3 to 22.93,-27.60012627,from -177.3 to 179.2,16.26465607,from 12.48 to 24.29,12.32782745,from -17.05 to 19.73,-1.437181711,from -18.26 to 21.4,-0.87715292,from -8.6 to 5.3,0
1531946436642735406,27.16880035,from - 50 to 47.3,1.086658001,from -19.3 to 22.93,-27.60012627,from -177.3 to 179.2,16.25432968,from 12.48 to 24.29,12.33263302,from -17.05 to 19.73,-1.090764165,from -18.26 to 21.4,-0.876147985,from -8.6 to 5.3,0
1531946436682770945,27.16880035,from - 50 to 47.3,1.086658001,from -19.3 to 22.93,-27.60012627,from -177.3 to 179.2,16.25432968,from 12.48 to 24.29,12.31393719,from -17.05 to 19.73,-0.95434171,from -18.26 to 21.4,-0.820686996,from -8.6 to 5.3,0
1531946436751473623,27.16880035,from - 50 to 47.3,1.086658001,from -19.3 to 22.93,-27.60012627,from -177.3 to 179.2,15.93023109,from 12.48 to 24.29,12.30459118,from -17.05 to 19.73,-0.892606854,from -18.26 to 21.4,-0.780957878,from -8.6 to 5.3,0
1531946436786665041,28.33875084,from - 50 to 47.3,2.155889988,from -19.3 to 22.93,-22.09041977,from -177.3 to 179.2,15.93023109,from 12.48 to 24.29,12.27233028,from -17.05 to 19.73,-0.62229383,from -18.26 to 21.4,-0.642122269,from -8.6 to 5.3,0
1531946436863570139,28.33875084,from - 50 to 47.3,2.155889988,from -19.3 to 22.93,-22.09041977,from -177.3 to 179.2,15.64623165,from 12.48 to 24.29,12.26624584,from -17.05 to 19.73,-0.54904443,from -18.26 to 21.4,-0.623192489,from -8.6 to 5.3,0
1531946436935796696,28.33875084,from - 50 to 47.3,2.155889988,from -19.3 to 22.93,-22.09041977,from -177.3 to 179.2,15.64623165,from 12.48 to 24.29,12.22365856,from -17.05 to 19.73,-0.26714313,from -18.26 to 21.4,-0.591076374,from -8.6 to 5.3,0
1531946436968465509,28.33875084,from - 50 to 47.3,2.155889988,from -19.3 to 22.93,-22.09041977,from -177.3 to 179.2,15.56408978,from 12.48 to 24.29,12.19938564,from -17.05 to 19.73,-0.136875629,from -18.26 to 21.4,-0.570637167,from -8.6 to 5.3,0
1531946437020375579,28.33875084,from - 50 to 47.3,2.155889988,from -19.3 to 22.93,-22.09041977,from -177.3 to 179.2,15.56408978,from 12.48 to 24.29,12.16371727,from -17.05 to 19.73,0.063636221,from -18.26 to 21.4,-0.529705882,from -8.6 to 5.3,0
1531946437097548484,28.33875084,from - 50 to 47.3,2.155889988,from -19.3 to 22.93,-22.09041977,from -177.3 to 179.2,15.49363613,from 12.48 to 24.29,12.15146923,from -17.05 to 19.73,0.137146309,from -18.26 to 21.4,-0.515281916,from -8.6 to 5.3,0
1531946437151419261,28.33875084,from - 50 to 47.3,2.155889988,from -19.3 to 22.93,-22.09041977,from -177.3 to 179.2,15.49363613,from 12.48 to 24.29,12.12691402,from -17.05 to 19.73,0.257244885,from -18.26 to 21.4,-0.477212042,from -8.6 to 5.3,0
1531946437184595226,26.74799156,from - 50 to 47.3,4.389915466,from -19.3 to 22.93,-15.34556866,from -177.3 to 179.2,15.57457829,from 12.48 to 24.29,12.08776188,from -17.05 to 19.73,0.381762087,from -18.26 to 21.4,-0.463011682,from -8.6 to 5.3,0
1531946437219658422,26.74799156,from - 50 to 47.3,4.389915466,from -19.3 to 22.93,-15.34556866,from -177.3 to 179.2,15.57457829,from 12.48 to 24.29,12.04098225,from -17.05 to 19.73,0.568965435,from -18.26 to 21.4,-0.463662475,from -8.6 to 5.3,0
1531946437293155631,26.74799156,from - 50 to 47.3,4.389915466,from -19.3 to 22.93,-15.34556866,from -177.3 to 179.2,15.55159187,from 12.48 to 24.29,12.0016861,from -17.05 to 19.73,0.792151272,from -18.26 to 21.4,-0.494609505,from -8.6 to 5.3,0
1531946437334134403,26.74799156,from - 50 to 47.3,4.389915466,from -19.3 to 22.93,-15.34556866,from -177.3 to 179.2,15.55159187,from 12.48 to 24.29,11.95452881,from -17.05 to 19.73,1.028761268,from -18.26 to 21.4,-0.578264594,from -8.6 to 5.3,0
1531946437390259241,26.74799156,from - 50 to 47.3,4.389915466,from -19.3 to 22.93,-15.34556866,from -177.3 to 179.2,15.66893673,from 12.48 to 24.29,11.93537712,from -17.05 to 19.73,1.102886319,from -18.26 to 21.4,-0.61018908,from -8.6 to 5.3,0
1531946437461886986,26.74799156,from - 50 to 47.3,4.389915466,from -19.3 to 22.93,-15.34556866,from -177.3 to 179.2,15.66893673,from 12.48 to 24.29,11.8820591,from -17.05 to 19.73,1.322282434,from -18.26 to 21.4,-0.67869854,from -8.6 to 5.3,0
1531946437510175466,26.74799156,from - 50 to 47.3,4.389915466,from -19.3 to 22.93,-15.34556866,from -177.3 to 179.2,15.6000948,from 12.48 to 24.29,11.82471085,from -17.05 to 19.73,1.555264354,from -18.26 to 21.4,-0.712766826,from -8.6 to 5.3,0
1531946437535346897,26.74799156,from - 50 to 47.3,4.389915466,from -19.3 to 22.93,-15.34556866,from -177.3 to 179.2,15.6000948,from 12.48 to 24.29,11.80719852,from -17.05 to 19.73,1.620027304,from -18.26 to 21.4,-0.722667634,from -8.6 to 5.3,0
1531946437584936571,24.19340515,from - 50 to 47.3,4.339325428,from -19.3 to 22.93,-6.457726002,from -177.3 to 179.2,15.6000948,from 12.48 to 24.29,11.73415375,from -17.05 to 19.73,1.812539339,from -18.26 to 21.4,-0.756402612,from -8.6 to 5.3,0
1531946437639119559,24.19340515,from - 50 to 47.3,4.339325428,from -19.3 to 22.93,-6.457726002,from -177.3 to 179.2,15.5242548,from 12.48 to 24.29,11.71083355,from -17.05 to 19.73,1.874417901,from -18.26 to 21.4,-0.767992914,from -8.6 to 5.3,0
1531946437691441953,24.19340515,from - 50 to 47.3,4.339325428,from -19.3 to 22.93,-6.457726002,from -177.3 to 179.2,15.5242548,from 12.48 to 24.29,11.61044979,from -17.05 to 19.73,2.15772295,from -18.26 to 21.4,-0.825334013,from -8.6 to 5.3,0
1531946437726245923,24.19340515,from - 50 to 47.3,4.339325428,from -19.3 to 22.93,-6.457726002,from -177.3 to 179.2,15.4616909,from 12.48 to 24.29,11.56212711,from -17.05 to 19.73,2.289682865,from -18.26 to 21.4,-0.867835879,from -8.6 to 5.3,0
1531946437804862360,24.19340515,from - 50 to 47.3,4.339325428,from -19.3 to 22.93,-6.457726002,from -177.3 to 179.2,15.4616909,from 12.48 to 24.29,11.502841,from -17.05 to 19.73,2.42817378,from -18.26 to 21.4,-0.929673195,from -8.6 to 5.3,0
1531946437830801132,24.19340515,from - 50 to 47.3,4.339325428,from -19.3 to 22.93,-6.457726002,from -177.3 to 179.2,15.47673798,from 12.48 to 24.29,11.4038353,from -17.05 to 19.73,2.635251045,from -18.26 to 21.4,-0.953282773,from -8.6 to 5.3,0
1531946437864649064,24.19340515,from - 50 to 47.3,4.339325428,from -19.3 to 22.93,-6.457726002,from -177.3 to 179.2,15.47673798,from 12.48 to 24.29,11.30490589,from -17.05 to 19.73,2.816027164,from -18.26 to 21.4,-0.868967891,from -8.6 to 5.3,0
1531946437907945543,24.19340515,from - 50 to 47.3,4.339325428,from -19.3 to 22.93,-6.457726002,from -177.3 to 179.2,15.24475861,from 12.48 to 24.29,11.27807236,from -17.05 to 19.73,2.865219593,from -18.26 to 21.4,-0.827100754,from -8.6 to 5.3,0
1531946437970537129,24.19340515,from - 50 to 47.3,4.339325428,from -19.3 to 22.93,-6.457726002,from -177.3 to 179.2,15.24475861,from 12.48 to 24.29,11.15307808,from -17.05 to 19.73,3.064673901,from -18.26 to 21.4,-0.728099644,from -8.6 to 5.3,0
1531946438020080637,20.02733803,from - 50 to 47.3,3.646244049,from -19.3 to 22.93,2.629873991,from -177.3 to 179.2,15.1531105,from 12.48 to 24.29,11.12094402,from -17.05 to 19.73,3.123695374,from -18.26 to 21.4,-0.717619479,from -8.6 to 5.3,0
1531946438095908711,20.02733803,from - 50 to 47.3,3.646244049,from -19.3 to 22.93,2.629873991,from -177.3 to 179.2,15.08980179,from 12.48 to 24.29,10.98630142,from -17.05 to 19.73,3.352397919,from -18.26 to 21.4,-0.650766432,from -8.6 to 5.3,0
1531946438131696988,20.02733803,from - 50 to 47.3,3.646244049,from -19.3 to 22.93,2.629873991,from -177.3 to 179.2,15.08980179,from 12.48 to 24.29,10.92696857,from -17.05 to 19.73,3.453941584,from -18.26 to 21.4,-0.622374535,from -8.6 to 5.3,0
1531946438160669807,20.02733803,from - 50 to 47.3,3.646244049,from -19.3 to 22.93,2.629873991,from -177.3 to 179.2,15.08980179,from 12.48 to 24.29,10.86374474,from -17.05 to 19.73,3.542258739,from -18.26 to 21.4,-0.591709793,from -8.6 to 5.3,0
